delivery_id,order_id,expected_date,actual_date,delivery_status
608504,508504,2024-03-07,2024-03-06,On-time
608505,508505,2023-08-25,2023-08-24,On-time
608506,508506,2024-06-25,2024-06-24,On-time
608507,508507,2023-08-10,2023-08-10,On-time
608508,508508,2024-02-10,\N,\N
608509,508509,2024-02-16,2024-02-15,On-time
608510,508510,2023-10-27,2023-10-28,On-time
608511,508511,2023-11-16,2023-11-17,On-time
608512,508512,2024-07-05,2024-07-06,On-time
608513,508513,2023-08-18,2023-08-20,Delayed
608514,508514,2023-06-15,2023-06-16,On-time
608515,508515,2024-05-28,2024-06-02,Delayed
608516,508516,2024-05-14,2024-05-15,On-time
608517,508517,2024-01-20,\N,Failed
608518,508518,2024-03-17,2024-03-17,On-time
608519,508519,2023-07-05,2023-07-10,Delayed
608520,508520,2023-09-27,2023-09-28,On-time
608521,508521,2024-10-03,2024-10-09,Delayed
608522,508522,2023-11-11,2023-11-12,On-time
608523,508523,2023-10-25,2023-10-26,On-time
608524,508524,2024-07-26,2024-07-27,On-time
608525,508525,2023-12-19,2023-12-19,On-time
608526,508526,2023-07-09,2023-07-10,On-time
608527,508527,2024-06-03,2024-06-07,Delayed
608528,508528,2023-12-09,2023-12-14,Delayed
608529,508529,2024-02-12,2024-02-11,On-time
608530,508530,2024-07-16,2024-07-22,Delayed
608531,508531,2024-07-11,2024-07-11,On-time
608532,508532,2023-06-19,2023-06-20,On-time
608533,508533,2024-10-03,\N,Failed
608534,508534,2023-07-06,2023-07-12,Delayed
608535,508535,2023-10-21,\N,\N
608536,508536,2024-08-07,2024-08-09,Delayed
608537,508537,2023-10-16,2023-10-17,On-time
608538,508538,2023-07-06,2023-07-06,On-time
608539,508539,2024-05-09,2024-05-10,On-time
608540,508540,2024-06-15,2024-06-16,On-time
608541,508541,2024-08-30,\N,Failed
608542,508542,2023-08-31,2023-09-01,On-time
608543,508543,2024-05-14,2024-05-15,On-time
608544,508544,2023-11-19,2023-11-21,Delayed
608545,508545,2024-02-05,2024-02-05,On-time
608546,508546,2023-12-25,2023-12-24,On-time
608547,508547,2024-08-14,2024-08-14,On-time
608548,508548,2023-12-24,2023-12-29,Delayed
608549,508549,2024-01-10,2024-01-10,On-time
608550,508550,2023-10-16,\N,\N
608551,508551,2024-09-27,2024-09-26,On-time
608552,508552,2024-05-12,2024-05-13,On-time
608553,508553,2024-07-23,2024-07-24,On-time
608554,508554,2024-09-15,2024-09-16,On-time
608555,508555,2023-09-05,2023-09-04,On-time
608556,508556,2023-10-29,2023-10-29,On-time
608557,508557,2023-12-30,\N,\N
608558,508558,2023-10-10,2023-10-09,On-time
608559,508559,2023-11-14,2023-11-13,On-time
608560,508560,2023-08-15,2023-08-15,On-time
608561,508561,2023-10-18,2023-10-18,On-time
608562,508562,2023-08-09,2023-08-09,On-time
608563,508563,2024-08-01,2024-07-31,On-time
608564,508564,2024-07-23,2024-07-24,On-time
608565,508565,2023-08-31,2023-09-01,On-time
608566,508566,2023-06-17,2023-06-16,On-time
608567,508567,2024-01-23,2024-01-23,On-time
608568,508568,2024-04-10,2024-04-10,On-time
608569,508569,2024-03-16,2024-03-17,On-time
608570,508570,2024-03-05,2024-03-06,On-time
608571,508571,2024-02-09,2024-02-09,On-time
608572,508572,2024-01-16,2024-01-15,On-time
608573,508573,2023-10-08,2023-10-08,On-time
608574,508574,2023-09-03,\N,Failed
608575,508575,2024-09-11,2024-09-10,On-time
608576,508576,2024-01-08,2024-01-07,On-time
608577,508577,2023-09-04,2023-09-05,On-time
608578,508578,2024-06-10,\N,\N
608579,508579,2023-07-17,2023-07-17,On-time
608580,508580,2024-07-16,2024-07-15,On-time
608581,508581,2024-04-26,2024-04-25,On-time
608582,508582,2023-11-01,2023-10-31,On-time
608583,508583,2024-08-02,2024-08-01,On-time
608584,508584,2024-07-15,2024-07-17,Delayed
608585,508585,2023-10-03,2023-10-04,On-time
608586,508586,2023-11-29,\N,Failed
608587,508587,2024-06-28,2024-06-27,On-time
608588,508588,2023-07-03,2023-07-02,On-time
608589,508589,2023-12-20,\N,\N
608590,508590,2024-07-08,2024-07-08,On-time
608591,508591,2023-06-30,2023-07-03,Delayed
608592,508592,2024-09-15,2024-09-14,On-time
608593,508593,2023-08-08,\N,Failed
608594,508594,2023-06-11,2023-06-14,Delayed
608595,508595,2024-01-11,2024-01-14,Delayed
608596,508596,2023-09-06,2023-09-07,On-time
608597,508597,2023-06-11,2023-06-10,On-time
608598,508598,2024-08-18,2024-08-21,Delayed
608599,508599,2024-01-08,2024-01-08,On-time
608600,508600,2024-08-28,2024-09-03,Delayed
608601,508601,2023-08-28,2023-08-29,On-time
608602,508602,2024-07-12,\N,Failed
608603,508603,2024-04-13,2024-04-12,On-time
608604,508604,2023-09-16,2023-09-16,On-time
608605,508605,2024-09-09,2024-09-09,On-time
608606,508606,2024-03-08,2024-03-08,On-time
608607,508607,2024-09-30,2024-10-04,Delayed
608608,508608,2024-05-06,2024-05-06,On-time
608609,508609,2023-06-06,\N,Failed
608610,508610,2023-06-21,2023-06-26,Delayed
608611,508611,2023-07-03,2023-07-04,On-time
608612,508612,2024-02-22,\N,Failed
608613,508613,2023-10-11,2023-10-11,On-time
608614,508614,2023-07-01,2023-07-01,On-time
608615,508615,2024-07-12,\N,\N
608616,508616,2023-12-01,\N,\N
608617,508617,2024-06-02,2024-06-04,Delayed
608618,508618,2024-01-05,2024-01-04,On-time
608619,508619,2023-10-23,2023-10-24,On-time
608620,508620,2023-09-29,2023-09-29,On-time
608621,508621,2024-01-01,2024-01-01,On-time
608622,508622,2023-10-11,2023-10-10,On-time
608623,508623,2024-04-26,2024-04-26,On-time
608624,508624,2024-07-03,2024-07-04,On-time
608625,508625,2023-09-08,2023-09-13,Delayed
608626,508626,2023-10-06,2023-10-05,On-time
608627,508627,2024-05-28,2024-05-28,On-time
608628,508628,2023-10-06,2023-10-06,On-time
608629,508629,2023-07-19,\N,Failed
608630,508630,2023-08-30,2023-09-01,Delayed
608631,508631,2023-09-06,2023-09-07,On-time
608632,508632,2024-06-13,\N,\N
608633,508633,2023-10-09,2023-10-08,On-time
608634,508634,2024-06-10,2024-06-09,On-time
608635,508635,2024-05-04,2024-05-05,On-time
608636,508636,2024-08-29,2024-08-30,On-time
608637,508637,2024-05-18,2024-05-17,On-time
608638,508638,2024-03-15,2024-03-18,Delayed
608639,508639,2024-03-14,\N,\N
608640,508640,2023-12-02,2023-12-02,On-time
608641,508641,2024-09-07,2024-09-06,On-time
608642,508642,2023-09-27,2023-09-30,Delayed
608643,508643,2023-10-15,2023-10-21,Delayed
608644,508644,2023-12-05,2023-12-11,Delayed
608645,508645,2024-03-28,2024-03-30,Delayed
608646,508646,2024-07-04,2024-07-03,On-time
608647,508647,2024-08-17,2024-08-18,On-time
608648,508648,2024-06-04,2024-06-04,On-time
608649,508649,2023-06-07,2023-06-10,Delayed
608650,508650,2023-06-22,\N,\N
608651,508651,2023-08-28,2023-08-27,On-time
608652,508652,2024-08-06,2024-08-07,On-time
608653,508653,2024-04-20,2024-04-21,On-time
608654,508654,2023-08-13,2023-08-17,Delayed
608655,508655,2024-08-03,2024-08-02,On-time
608656,508656,2024-07-07,2024-07-07,On-time
608657,508657,2023-06-16,2023-06-15,On-time
608658,508658,2023-06-09,2023-06-09,On-time
608659,508659,2023-10-17,2023-10-17,On-time
608660,508660,2024-04-28,2024-05-04,Delayed
608661,508661,2024-09-30,2024-10-01,On-time
608662,508662,2023-06-30,2023-06-29,On-time
608663,508663,2023-11-21,2023-11-22,On-time
608664,508664,2024-04-09,2024-04-15,Delayed
608665,508665,2023-11-25,2023-11-24,On-time
608666,508666,2023-12-27,2024-01-01,Delayed
608667,508667,2024-04-22,2024-04-23,On-time
608668,508668,2023-11-22,2023-11-22,On-time
608669,508669,2024-03-09,2024-03-09,On-time
608670,508670,2024-03-04,2024-03-03,On-time
608671,508671,2024-05-26,2024-05-28,Delayed
608672,508672,2024-10-03,2024-10-02,On-time
608673,508673,2024-10-02,2024-10-01,On-time
608674,508674,2024-09-02,2024-09-07,Delayed
608675,508675,2024-07-17,2024-07-18,On-time
608676,508676,2024-05-22,2024-05-26,Delayed
608677,508677,2024-02-17,\N,Failed
608678,508678,2023-08-07,2023-08-07,On-time
608679,508679,2023-12-10,2023-12-11,On-time
608680,508680,2024-05-26,2024-05-27,On-time
608681,508681,2023-06-19,\N,Failed
608682,508682,2024-07-14,2024-07-19,Delayed
608683,508683,2024-09-07,\N,Failed
608684,508684,2023-10-11,2023-10-11,On-time
608685,508685,2023-09-13,2023-09-14,On-time
608686,508686,2023-10-15,2023-10-15,On-time
608687,508687,2023-10-30,2023-10-29,On-time
608688,508688,2024-07-23,2024-07-22,On-time
608689,508689,2023-12-10,2023-12-16,Delayed
608690,508690,2024-05-28,2024-05-27,On-time
608691,508691,2023-09-16,2023-09-17,On-time
608692,508692,2024-09-07,2024-09-06,On-time
608693,508693,2023-08-31,2023-09-06,Delayed
608694,508694,2024-02-08,2024-02-09,On-time
608695,508695,2023-12-11,2023-12-10,On-time
608696,508696,2024-05-06,2024-05-10,Delayed
608697,508697,2024-05-20,2024-05-19,On-time
608698,508698,2024-02-23,2024-02-24,On-time
608699,508699,2024-09-16,2024-09-19,Delayed
608700,508700,2024-09-18,2024-09-18,On-time
608701,508701,2024-07-18,2024-07-18,On-time
608702,508702,2024-03-03,2024-03-04,On-time
608703,508703,2024-02-17,2024-02-18,On-time
608704,508704,2024-03-29,2024-04-03,Delayed
608705,508705,2024-05-06,\N,\N
608706,508706,2024-05-04,2024-05-03,On-time
608707,508707,2024-06-25,2024-06-26,On-time
608708,508708,2024-08-03,2024-08-03,On-time
608709,508709,2024-09-02,\N,\N
608710,508710,2023-12-22,2023-12-21,On-time
608711,508711,2023-06-09,2023-06-10,On-time
608712,508712,2024-03-09,2024-03-09,On-time
608713,508713,2023-09-30,2023-09-30,On-time
608714,508714,2023-07-02,2023-07-03,On-time
608715,508715,2024-02-11,2024-02-10,On-time
608716,508716,2023-06-11,2023-06-12,On-time
608717,508717,2024-06-06,\N,Failed
608718,508718,2023-09-10,2023-09-10,On-time
608719,508719,2024-07-29,\N,Failed
608720,508720,2023-07-11,2023-07-11,On-time
608721,508721,2023-07-15,2023-07-14,On-time
608722,508722,2024-08-26,2024-08-25,On-time
608723,508723,2024-01-03,2024-01-02,On-time
608724,508724,2024-02-22,\N,\N
608725,508725,2024-06-14,2024-06-16,Delayed
608726,508726,2024-05-24,2024-05-25,On-time
608727,508727,2023-08-05,2023-08-06,On-time
608728,508728,2023-10-01,2023-10-05,Delayed
608729,508729,2023-11-08,2023-11-07,On-time
608730,508730,2023-12-26,2023-12-31,Delayed
608731,508731,2024-06-22,2024-06-21,On-time
608732,508732,2024-02-20,2024-02-21,On-time
608733,508733,2023-09-01,2023-09-01,On-time
608734,508734,2024-06-15,2024-06-15,On-time
608735,508735,2023-11-06,2023-11-05,On-time
608736,508736,2024-08-09,2024-08-10,On-time
608737,508737,2024-04-28,2024-04-27,On-time
608738,508738,2023-09-25,2023-09-29,Delayed
608739,508739,2024-07-27,2024-07-28,On-time
608740,508740,2024-05-13,2024-05-14,On-time
608741,508741,2024-09-19,\N,Failed
608742,508742,2024-06-29,2024-06-29,On-time
608743,508743,2023-12-11,2023-12-11,On-time
608744,508744,2023-12-08,2023-12-12,Delayed
608745,508745,2023-08-04,2023-08-05,On-time
608746,508746,2023-07-20,2023-07-20,On-time
608747,508747,2024-03-14,2024-03-15,On-time
608748,508748,2024-03-27,\N,Failed
608749,508749,2024-09-23,2024-09-23,On-time
608750,508750,2024-01-07,2024-01-08,On-time
608751,508751,2023-08-10,\N,Failed
608752,508752,2023-07-03,2023-07-02,On-time
608753,508753,2023-10-27,2023-10-28,On-time
608754,508754,2024-03-21,2024-03-21,On-time
608755,508755,2023-12-31,2023-12-30,On-time
608756,508756,2024-07-10,2024-07-11,On-time
608757,508757,2023-09-18,2023-09-18,On-time
608758,508758,2024-03-09,2024-03-15,Delayed
608759,508759,2023-11-29,2023-11-29,On-time
608760,508760,2023-09-11,2023-09-12,On-time
608761,508761,2024-04-11,2024-04-11,On-time
608762,508762,2023-08-05,2023-08-05,On-time
608763,508763,2024-08-14,\N,\N
608764,508764,2024-04-04,2024-04-03,On-time
608765,508765,2024-06-24,\N,\N
608766,508766,2023-10-03,2023-10-07,Delayed
608767,508767,2023-12-03,2023-12-04,On-time
608768,508768,2023-09-21,2023-09-27,Delayed
608769,508769,2024-07-27,\N,\N
608770,508770,2023-07-16,2023-07-16,On-time
608771,508771,2024-06-30,2024-07-01,On-time
608772,508772,2023-10-11,2023-10-12,On-time
608773,508773,2023-09-19,\N,Failed
608774,508774,2024-09-07,2024-09-08,On-time
608775,508775,2024-08-28,2024-09-02,Delayed
608776,508776,2023-06-15,2023-06-15,On-time
608777,508777,2024-01-09,2024-01-08,On-time
608778,508778,2023-06-21,2023-06-23,Delayed
608779,508779,2024-09-26,2024-09-27,On-time
608780,508780,2023-07-21,\N,Failed
608781,508781,2024-06-21,2024-06-21,On-time
608782,508782,2024-09-20,2024-09-22,Delayed
608783,508783,2024-03-03,2024-03-03,On-time
608784,508784,2023-10-04,2023-10-05,On-time
608785,508785,2024-03-10,2024-03-15,Delayed
608786,508786,2024-04-21,2024-04-20,On-time
608787,508787,2024-08-06,2024-08-07,On-time
608788,508788,2023-06-11,2023-06-11,On-time
608789,508789,2024-05-29,2024-06-03,Delayed
608790,508790,2024-03-05,2024-03-08,Delayed
608791,508791,2024-09-08,2024-09-09,On-time
608792,508792,2023-10-18,2023-10-17,On-time
608793,508793,2024-02-04,2024-02-03,On-time
608794,508794,2024-07-21,\N,Failed
608795,508795,2023-12-24,2023-12-23,On-time
608796,508796,2024-04-12,2024-04-12,On-time
608797,508797,2024-06-26,2024-06-27,On-time
608798,508798,2023-08-27,2023-08-29,Delayed
608799,508799,2024-07-23,2024-07-24,On-time
608800,508800,2024-09-07,2024-09-08,On-time
608801,508801,2024-04-27,2024-04-27,On-time
608802,508802,2023-10-18,2023-10-17,On-time
608803,508803,2024-03-08,2024-03-11,Delayed
608804,508804,2023-12-27,2023-12-27,On-time
608805,508805,2023-09-30,2023-10-02,Delayed
608806,508806,2023-07-10,2023-07-11,On-time
608807,508807,2023-06-19,2023-06-23,Delayed
608808,508808,2024-05-21,2024-05-26,Delayed
608809,508809,2023-09-27,2023-09-26,On-time
608810,508810,2024-05-16,\N,Failed
608811,508811,2024-09-18,\N,Failed
608812,508812,2024-07-22,2024-07-22,On-time
608813,508813,2023-10-16,2023-10-15,On-time
608814,508814,2023-10-31,2023-11-01,On-time
608815,508815,2023-10-07,\N,Failed
608816,508816,2023-08-15,2023-08-14,On-time
608817,508817,2023-06-08,2023-06-07,On-time
608818,508818,2024-03-09,2024-03-14,Delayed
608819,508819,2024-10-01,\N,\N
608820,508820,2023-10-01,2023-09-30,On-time
608821,508821,2024-05-26,2024-05-25,On-time
608822,508822,2023-11-03,2023-11-04,On-time
608823,508823,2023-07-23,2023-07-22,On-time
608824,508824,2024-07-16,2024-07-17,On-time
608825,508825,2024-01-04,2024-01-03,On-time
608826,508826,2024-07-13,2024-07-14,On-time
608827,508827,2024-04-22,\N,Failed
608828,508828,2024-09-17,2024-09-16,On-time
608829,508829,2023-07-09,2023-07-09,On-time
608830,508830,2023-07-18,2023-07-17,On-time
608831,508831,2024-06-12,2024-06-11,On-time
608832,508832,2023-07-18,2023-07-18,On-time
608833,508833,2024-07-04,2024-07-04,On-time
608834,508834,2024-07-13,2024-07-12,On-time
608835,508835,2024-07-13,2024-07-13,On-time
608836,508836,2023-08-10,\N,Failed
608837,508837,2024-07-31,\N,\N
608838,508838,2023-10-04,2023-10-03,On-time
608839,508839,2024-01-17,2024-01-17,On-time
608840,508840,2023-12-01,\N,Failed
608841,508841,2023-10-04,2023-10-07,Delayed
608842,508842,2023-07-19,2023-07-22,Delayed
608843,508843,2023-09-30,2023-09-30,On-time
608844,508844,2023-09-16,2023-09-17,On-time
608845,508845,2024-02-18,2024-02-19,On-time
608846,508846,2023-06-18,2023-06-18,On-time
608847,508847,2024-08-05,2024-08-07,Delayed
608848,508848,2024-05-04,2024-05-04,On-time
608849,508849,2024-06-08,2024-06-14,Delayed
608850,508850,2024-08-24,\N,Failed
608851,508851,2023-09-14,2023-09-13,On-time
608852,508852,2024-09-05,2024-09-04,On-time
608853,508853,2024-05-30,\N,\N
608854,508854,2023-10-31,2023-10-30,On-time
608855,508855,2024-07-23,2024-07-23,On-time
608856,508856,2023-08-16,2023-08-17,On-time
608857,508857,2024-07-12,2024-07-12,On-time
608858,508858,2023-10-09,\N,\N
608859,508859,2023-09-26,2023-09-25,On-time
608860,508860,2024-04-13,2024-04-13,On-time
608861,508861,2024-08-23,2024-08-23,On-time
608862,508862,2023-09-27,\N,\N
608863,508863,2023-10-09,\N,\N
608864,508864,2023-09-21,2023-09-22,On-time
608865,508865,2023-09-12,2023-09-17,Delayed
608866,508866,2023-12-30,2023-12-31,On-time
608867,508867,2023-11-24,2023-11-25,On-time
608868,508868,2023-12-18,2023-12-18,On-time
608869,508869,2024-07-03,2024-07-02,On-time
608870,508870,2024-06-03,\N,Failed
608871,508871,2023-07-27,2023-07-27,On-time
608872,508872,2024-09-28,2024-09-27,On-time
608873,508873,2024-03-07,2024-03-06,On-time
608874,508874,2024-08-16,2024-08-16,On-time
608875,508875,2024-09-11,2024-09-11,On-time
608876,508876,2023-07-04,2023-07-05,On-time
608877,508877,2024-08-20,2024-08-20,On-time
608878,508878,2023-09-06,2023-09-07,On-time
608879,508879,2024-04-05,2024-04-05,On-time
608880,508880,2023-07-14,2023-07-19,Delayed
608881,508881,2023-06-22,2023-06-21,On-time
608882,508882,2024-05-15,2024-05-19,Delayed
608883,508883,2024-07-28,2024-07-31,Delayed
608884,508884,2024-07-16,2024-07-17,On-time
608885,508885,2024-09-03,\N,Failed
608886,508886,2024-06-26,2024-06-26,On-time
608887,508887,2024-05-01,2024-05-01,On-time
608888,508888,2023-08-02,2023-08-01,On-time
608889,508889,2023-12-12,\N,\N
608890,508890,2023-06-22,2023-06-21,On-time
608891,508891,2024-04-23,\N,\N
608892,508892,2023-12-21,2023-12-21,On-time
608893,508893,2024-01-08,2024-01-07,On-time
608894,508894,2024-02-04,\N,Failed
608895,508895,2024-08-20,2024-08-19,On-time
608896,508896,2023-08-31,\N,Failed
608897,508897,2024-02-25,2024-02-25,On-time
608898,508898,2024-05-17,2024-05-17,On-time
608899,508899,2023-07-13,2023-07-17,Delayed
608900,508900,2024-02-26,2024-02-27,On-time
608901,508901,2023-11-05,2023-11-05,On-time
608902,508902,2024-08-14,2024-08-14,On-time
608903,508903,2024-04-05,2024-04-06,On-time
608904,508904,2024-09-06,\N,Failed
608905,508905,2024-07-29,\N,\N
608906,508906,2023-09-27,2023-09-27,On-time
608907,508907,2023-12-04,2023-12-05,On-time
608908,508908,2024-09-29,2024-09-29,On-time
608909,508909,2023-07-23,2023-07-22,On-time
608910,508910,2023-11-09,2023-11-15,Delayed
608911,508911,2024-02-14,2024-02-14,On-time
608912,508912,2024-03-06,\N,Failed
608913,508913,2024-01-03,2024-01-04,On-time
608914,508914,2023-11-22,2023-11-23,On-time
608915,508915,2024-03-04,2024-03-04,On-time
608916,508916,2024-05-13,2024-05-19,Delayed
608917,508917,2024-09-24,\N,Failed
608918,508918,2023-09-02,2023-09-01,On-time
608919,508919,2023-10-23,2023-10-23,On-time
608920,508920,2023-10-15,\N,\N
608921,508921,2023-08-25,\N,Failed
608922,508922,2024-09-03,2024-09-04,On-time
608923,508923,2023-08-03,2023-08-02,On-time
608924,508924,2024-09-28,2024-09-29,On-time
608925,508925,2024-01-18,2024-01-17,On-time
608926,508926,2024-08-06,2024-08-12,Delayed
608927,508927,2023-08-16,2023-08-15,On-time
608928,508928,2023-11-04,2023-11-04,On-time
608929,508929,2024-09-21,2024-09-23,Delayed
608930,508930,2023-08-26,\N,\N
608931,508931,2024-05-28,2024-05-29,On-time
608932,508932,2024-04-13,2024-04-12,On-time
608933,508933,2023-07-11,\N,\N
608934,508934,2024-07-23,2024-07-22,On-time
608935,508935,2023-10-01,2023-10-01,On-time
608936,508936,2023-09-13,2023-09-13,On-time
608937,508937,2024-10-01,\N,\N
608938,508938,2024-01-23,2024-01-23,On-time
608939,508939,2024-07-12,2024-07-11,On-time
608940,508940,2023-12-17,2023-12-17,On-time
608941,508941,2023-12-25,\N,Failed
608942,508942,2023-06-24,2023-06-23,On-time
608943,508943,2023-12-23,2023-12-23,On-time
608944,508944,2023-12-02,2023-12-05,Delayed
608945,508945,2024-04-05,2024-04-06,On-time
608946,508946,2024-01-18,2024-01-18,On-time
608947,508947,2024-09-18,2024-09-19,On-time
608948,508948,2023-12-19,2023-12-18,On-time
608949,508949,2023-06-28,2023-07-01,Delayed
608950,508950,2024-03-28,2024-03-29,On-time
608951,508951,2023-06-16,\N,Failed
608952,508952,2023-10-15,2023-10-17,Delayed
608953,508953,2024-05-27,2024-06-02,Delayed
608954,508954,2024-06-12,2024-06-12,On-time
608955,508955,2023-11-11,2023-11-12,On-time
608956,508956,2023-09-18,2023-09-23,Delayed
608957,508957,2024-07-20,2024-07-20,On-time
608958,508958,2024-04-03,\N,\N
608959,508959,2024-06-25,\N,Failed
608960,508960,2024-06-21,\N,\N
608961,508961,2024-01-09,2024-01-14,Delayed
608962,508962,2023-08-04,\N,\N
608963,508963,2024-06-21,2024-06-21,On-time
608964,508964,2023-08-07,2023-08-11,Delayed
608965,508965,2024-05-03,2024-05-03,On-time
608966,508966,2024-09-08,2024-09-08,On-time
608967,508967,2024-06-22,2024-06-22,On-time
608968,508968,2023-06-22,2023-06-24,Delayed
608969,508969,2023-11-13,2023-11-15,Delayed
608970,508970,2024-09-30,2024-09-29,On-time
608971,508971,2024-05-21,2024-05-20,On-time
608972,508972,2023-07-14,2023-07-15,On-time
608973,508973,2024-02-22,\N,Failed
608974,508974,2023-06-27,2023-06-27,On-time
608975,508975,2023-09-04,2023-09-10,Delayed
608976,508976,2024-09-13,2024-09-13,On-time
608977,508977,2023-06-25,\N,Failed
608978,508978,2023-09-22,2023-09-21,On-time
608979,508979,2024-02-22,2024-02-22,On-time
608980,508980,2023-06-09,\N,Failed
608981,508981,2023-09-24,2023-09-24,On-time
608982,508982,2024-01-11,\N,\N
608983,508983,2023-09-06,2023-09-07,On-time
608984,508984,2024-02-11,2024-02-10,On-time
608985,508985,2023-12-30,2023-12-30,On-time
608986,508986,2024-08-22,2024-08-21,On-time
608987,508987,2024-07-05,2024-07-05,On-time
608988,508988,2023-11-03,2023-11-04,On-time
608989,508989,2024-06-06,2024-06-06,On-time
608990,508990,2024-01-30,2024-02-02,Delayed
608991,508991,2023-12-19,2023-12-18,On-time
608992,508992,2023-11-19,2023-11-19,On-time
608993,508993,2023-11-19,2023-11-19,On-time
608994,508994,2023-10-26,\N,Failed
608995,508995,2024-06-01,2024-06-01,On-time
608996,508996,2024-06-06,2024-06-06,On-time
608997,508997,2024-03-11,2024-03-14,Delayed
608998,508998,2023-07-16,2023-07-17,On-time
608999,508999,2023-06-28,2023-06-28,On-time
609000,509000,2023-08-09,2023-08-10,On-time
609001,509001,2024-04-08,\N,\N
609002,509002,2023-09-13,2023-09-12,On-time
609003,509003,2024-07-08,2024-07-08,On-time
609004,509004,2024-03-29,\N,Failed
609005,509005,2023-12-31,\N,\N
609006,509006,2023-06-09,\N,\N
609007,509007,2023-09-21,2023-09-20,On-time
609008,509008,2024-03-20,2024-03-20,On-time
609009,509009,2024-01-06,2024-01-08,Delayed
609010,509010,2023-08-20,\N,Failed
609011,509011,2024-04-08,2024-04-12,Delayed
609012,509012,2023-07-13,2023-07-14,On-time
609013,509013,2024-06-12,2024-06-15,Delayed
609014,509014,2023-10-12,2023-10-12,On-time
609015,509015,2024-09-08,2024-09-07,On-time
609016,509016,2024-06-21,\N,\N
609017,509017,2023-08-29,2023-08-28,On-time
609018,509018,2024-03-03,2024-03-04,On-time
609019,509019,2024-07-07,\N,\N
609020,509020,2023-10-05,2023-10-09,Delayed
609021,509021,2023-08-14,2023-08-13,On-time
609022,509022,2024-02-10,2024-02-11,On-time
609023,509023,2024-07-02,2024-07-02,On-time
609024,509024,2024-08-07,2024-08-06,On-time
609025,509025,2023-06-29,2023-07-01,Delayed
609026,509026,2024-05-23,2024-05-25,Delayed
609027,509027,2023-11-17,2023-11-18,On-time
609028,509028,2023-11-14,2023-11-18,Delayed
609029,509029,2024-06-14,2024-06-16,Delayed
609030,509030,2024-09-23,\N,Failed
609031,509031,2023-08-13,2023-08-13,On-time
609032,509032,2024-01-20,2024-01-25,Delayed
609033,509033,2024-05-23,2024-05-26,Delayed
609034,509034,2024-09-14,2024-09-15,On-time
609035,509035,2024-04-24,2024-04-25,On-time
609036,509036,2024-06-11,2024-06-12,On-time
609037,509037,2024-06-10,2024-06-10,On-time
609038,509038,2024-05-03,\N,\N
609039,509039,2023-12-06,\N,Failed
609040,509040,2024-09-27,2024-09-27,On-time
609041,509041,2024-02-11,2024-02-11,On-time
609042,509042,2024-08-18,2024-08-24,Delayed
609043,509043,2024-02-09,2024-02-09,On-time
609044,509044,2024-03-10,2024-03-12,Delayed
609045,509045,2023-06-25,\N,\N
609046,509046,2023-12-08,2023-12-09,On-time
609047,509047,2024-01-22,2024-01-22,On-time
609048,509048,2023-09-11,\N,Failed
609049,509049,2023-12-13,2023-12-14,On-time
609050,509050,2023-10-19,2023-10-20,On-time
609051,509051,2024-07-10,2024-07-09,On-time
609052,509052,2024-02-28,\N,\N
609053,509053,2023-10-30,2023-11-05,Delayed
609054,509054,2023-12-11,2023-12-10,On-time
609055,509055,2024-06-28,2024-07-04,Delayed
609056,509056,2024-08-08,2024-08-08,On-time
609057,509057,2023-10-18,2023-10-19,On-time
609058,509058,2024-04-30,2024-05-01,On-time
609059,509059,2023-10-30,2023-10-31,On-time
609060,509060,2024-06-12,2024-06-12,On-time
609061,509061,2024-05-12,\N,\N
609062,509062,2024-05-30,2024-05-31,On-time
609063,509063,2024-07-22,2024-07-24,Delayed
609064,509064,2024-08-26,\N,\N
609065,509065,2024-03-07,2024-03-07,On-time
609066,509066,2024-07-09,2024-07-08,On-time
609067,509067,2023-11-03,2023-11-02,On-time
609068,509068,2024-09-01,2024-09-01,On-time
609069,509069,2024-03-27,2024-03-27,On-time
609070,509070,2023-11-02,2023-11-03,On-time
609071,509071,2024-09-29,2024-09-30,On-time
609072,509072,2024-08-13,2024-08-13,On-time
609073,509073,2024-02-28,\N,Failed
609074,509074,2023-07-30,2023-07-29,On-time
609075,509075,2023-08-10,2023-08-09,On-time
609076,509076,2024-09-01,2024-09-04,Delayed
609077,509077,2024-09-22,\N,\N
609078,509078,2023-11-19,2023-11-19,On-time
609079,509079,2023-08-22,\N,\N
609080,509080,2023-06-22,2023-06-21,On-time
609081,509081,2023-12-29,2023-12-29,On-time
609082,509082,2023-09-07,2023-09-10,Delayed
609083,509083,2024-07-14,2024-07-14,On-time
609084,509084,2023-09-11,2023-09-12,On-time
609085,509085,2024-07-31,2024-08-01,On-time
609086,509086,2024-05-27,2024-05-28,On-time
609087,509087,2024-01-07,2024-01-08,On-time
609088,509088,2023-10-08,2023-10-09,On-time
609089,509089,2024-01-25,2024-01-24,On-time
609090,509090,2024-06-04,2024-06-05,On-time
609091,509091,2023-12-23,2023-12-24,On-time
609092,509092,2024-03-20,2024-03-20,On-time
609093,509093,2024-05-15,2024-05-15,On-time
609094,509094,2024-08-02,\N,Failed
609095,509095,2023-12-27,2023-12-29,Delayed
609096,509096,2023-07-19,2023-07-19,On-time
609097,509097,2024-03-01,\N,\N
609098,509098,2024-02-18,2024-02-24,Delayed
609099,509099,2024-05-26,2024-05-27,On-time
